doctor_id,first_name,last_name,gender,yyyy,mm,dd,accepting_patients,specialty_id,ethnicity_id,experience_years,qualifications,phone
11100306,Sandra,Russell,F,1945,4,24,1,10101,110012,21,MD,(474) 746-9283
11100307,Terrence,Manning,M,1982,10,10,1,10111,110044,9,MBBS,(241) 763-7874
11100308,Doris,Richardson,F,1960,9,19,1,10116,110052,48,MD,(638) 340-4662
11100309,Kevin,Scott,M,1970,7,2,1,10126,110065,35,MD,(639) 835-7678
11100310,Creola,Lau,F,1976,7,28,1,10164,110018,7,MBBS,(677) 289-6125
11100311,Clemente,Fraley,M,1949,5,18,1,10118,110049,12,MBBS,(931) 757-8793
11100312,Elsie,Palmer,F,1961,2,4,1,10126,110062,30,MD,(628) 289-6224
11100313,Terry,Harvey,M,1980,1,28,1,10123,110040,13,MBBS,(745) 877-5023
11100314,Anna,Bates,F,1987,9,9,1,10129,110039,1,MBBS,(717) 359-9630
11100315,Kenny,Turner,M,1974,5,25,1,10182,110005,14,MBBS,(526) 604-2691
11100316,Tammy,Parker,F,1946,11,23,1,10106,110055,24,MD,(715) 654-0170
11100317,Jerome,Gordon,M,1978,8,21,1,10110,110061,10,MBBS,(974) 515-4483
11100318,Ramona,Ballard,F,1960,2,23,1,10106,110027,2,MBBS,(333) 213-4219
11100319,Gerald,Ramirez,M,1963,8,21,1,10124,110002,9,MBBS,(384) 839-5212
11100320,Brandon,Duncan,M,1961,4,11,1,10144,110009,19,MBBS,(856) 537-0641
11100321,Victor,Lynch,M,1942,5,20,1,10130,110049,40,MD,(875) 717-3767
11100322,Wilbert,Hayes,M,1985,3,2,1,10176,110033,1,MBBS,(435) 248-2709
11100323,Tynisha,Hailey,F,1978,12,5,1,10161,110009,23,MD,(713) 974-9954
11100324,Janeth,Toliver,F,1984,4,11,1,10120,110016,39,MD,(717) 756-2318
11100325,Marquis,Gallagher,M,1989,4,3,1,10153,110034,33,MD,(865) 380-2453
11100326,Lillian,Richardson,F,1954,10,19,1,10163,110064,14,MBBS,(428) 498-6302
11100327,Virgina,Rothermel,F,1987,4,15,1,10147,110054,15,MBBS,(324) 334-3403
11100328,Tomeka,Dobbins,F,1982,12,9,1,10155,110038,6,MBBS,(607) 827-5379
11100329,Rufus,Blake,M,1967,11,11,1,10176,110048,17,MBBS,(241) 393-7118
11100330,Kimberly,Bryant,F,1941,12,6,1,10103,110012,29,MD,(304) 974-5498
11100331,Nikki,Hinton,F,1958,5,18,1,10120,110025,9,MBBS,(502) 578-2787
11100332,Kaitlin,Hutchinson,F,1980,4,11,1,10153,110007,30,MD,(292) 929-7133
11100333,Kirk,Saunders,M,1968,11,7,1,10151,110041,14,MBBS,(481) 738-4056
11100334,Kaila,Gist,F,1948,9,15,0,10157,110056,20,MBBS,(733) 251-4613
11100335,Kent,Curtis,M,1947,10,12,1,10150,110054,16,MBBS,(299) 447-3955
11100336,Robyn,Kennedy,F,1953,8,8,0,10132,110055,5,MBBS,(367) 922-2495
11100337,Christopher,Fitzgerald,M,1955,4,12,1,10133,110040,43,MD,(780) 371-0578
11100338,Buck,Cottrell,M,1945,5,4,1,10179,110015,3,MBBS,(697) 906-4623
11100339,Roy,Diaz,M,1967,9,25,1,10107,110007,4,MBBS,(799) 227-1681
11100340,June,Harris,F,1974,6,6,1,10114,110057,15,MBBS,(766) 437-8749
11100341,Ryan,Rivera,M,1945,4,6,1,10111,110042,48,MD,(361) 398-3908
11100342,Darryl,Bowen,M,1964,10,18,1,10145,110014,17,MBBS,(288) 368-4819
11100343,Rosie,Davis,F,1968,1,18,1,10143,110034,20,MBBS,(693) 594-4786
11100344,Louise,Rogers,F,1984,5,17,1,10164,110024,18,MBBS,(383) 344-1874
11100345,Linda,Simmons,F,1949,8,25,1,10181,110050,40,MD,(850) 522-2868
11100346,Wilfred,Brewer,M,1972,7,8,1,10130,110037,16,MBBS,(279) 605-9988
11100347,Sheri,Parker,F,1941,2,13,1,10103,110046,22,MD,(831) 821-9210
11100348,Patsy,Harrington,F,1952,4,17,1,10165,110050,46,MD,(234) 426-7241
11100349,Theresa,Carter,F,1976,10,28,1,10154,110044,10,MBBS,(412) 283-5517
11100350,Alison,Hamilton,F,1970,7,5,1,10165,110021,34,MD,(969) 844-8879
11100351,Randy,Morris,M,1959,1,10,1,10125,110047,30,MS,(227) 230-0792
11100352,Lela,Bennett,F,1960,10,27,0,10161,110013,2,MBBS,(718) 797-2982
11100353,Nichole,Joseph,F,1982,5,12,1,10112,110039,38,MD,(364) 628-4578
11100354,Natalie,Stone,F,1947,8,23,1,10162,110037,32,MD,(239) 976-8850
11100355,Andreas,Stratton,M,1968,12,10,0,10127,110031,46,MD,(470) 238-6560
11100356,Billy,Smith,M,1958,11,16,1,10102,110024,37,MD,(991) 736-3813
11100357,Louis,Moore,M,1957,4,22,1,10131,110010,45,MD,(620) 920-0445
11100358,Renee,Howell,F,1949,5,20,1,10148,110032,10,MBBS,(237) 690-3384
11100359,Miquel,Ponce,M,1952,5,19,1,10105,110025,2,MBBS,(740) 315-0586
11100360,Marisa,Beasley,F,1956,6,12,1,10105,110031,5,MBBS,(501) 612-1395
11100361,Alice,Foster,F,1960,7,7,1,10144,110027,34,MD,(585) 980-4805
11100362,Mary,Patterson,F,1943,12,21,1,10102,110041,1,MBBS,(378) 922-0736
11100363,Marshall,Armstrong,M,1960,2,12,1,10146,110035,24,MD,(977) 626-8372
11100364,Daniel,White,M,1971,12,28,1,10106,110063,44,MD,(916) 955-4931
11100365,Loris,Dickens,F,1980,11,27,1,10181,110027,44,MD,(570) 814-9919
11100366,Cletus,Hough,M,1983,8,10,1,10107,110036,30,MD,(606) 727-4414
11100367,Jess,Lefebvre,M,1952,7,9,1,10126,110029,13,MBBS,(855) 776-3442
11100368,Christopher,Murphy,M,1956,2,6,1,10133,110033,34,MD,(990) 523-8583
11100369,Tammy,Jackson,F,1983,12,27,0,10164,110045,7,MBBS,(236) 209-5630
11100370,Grace,Alexander,F,1959,8,8,1,10146,110002,35,MD,(680) 514-7886
11100371,Susanne,Powell,F,1971,6,10,1,10167,110004,20,MS,(874) 753-2502
11100372,Daniel,Hughes,M,1941,8,21,1,10183,110048,22,MD,(540) 733-2797
11100373,Frankie,Hudson,M,1946,3,1,1,10122,110049,50,MD,(383) 801-2065
11100374,Maynard,Thiel,M,1962,3,11,1,10170,110056,12,MBBS,(252) 853-7976
11100375,Evita,Montoya,F,1954,9,2,1,10157,110003,3,MBBS,(664) 471-7554
11100376,Edgardo,Naylor,M,1958,3,22,1,10121,110019,34,MS,(886) 531-6441
11100377,Milo,Mayfield,M,1970,9,2,1,10144,110012,48,MD,(912) 566-2833
11100378,Brandi,Jefferson,F,1949,7,24,1,10128,110024,26,MD,(462) 337-7528
11100379,Donette,Miranda,F,1964,9,22,1,10140,110053,29,MD,(916) 838-6323
11100380,Mitch,Cowart,M,1976,1,19,1,10158,110048,12,MBBS,(680) 847-4103
11100381,Sirena,Gorham,F,1957,10,22,1,10143,110011,32,MD,(949) 439-6062
11100382,Maggie,Ruiz,F,1942,2,19,1,10143,110008,37,MS,(881) 778-7104
11100383,Kami,Crouse,F,1975,11,21,1,10172,110001,22,MD,(373) 865-0210
11100384,Trevor,Carlson,M,1961,10,8,1,10147,110061,29,MD,(584) 937-9213
11100385,Rex,Estrada,M,1951,3,21,1,10166,110030,26,MD,(793) 549-8022
11100386,Warren,Weaver,M,1949,4,5,1,10120,110033,1,MBBS,(554) 347-7201
11100387,Katerine,Kohn,F,1984,6,3,1,10113,110038,11,MBBS,(381) 699-0949
11100388,Amos,Davidson,M,1946,1,18,1,10125,110005,50,MS,(913) 334-9996
11100389,Anton,Odom,M,1943,6,15,1,10172,110011,39,MD,(335) 528-9218
11100390,Eugenio,Guillen,M,1960,4,15,1,10151,110029,17,MBBS,(473) 214-7646
11100391,Maxine,Cruz,F,1968,1,5,1,10136,110060,41,MD,(442) 411-1754
11100392,Adrianne,Carnes,F,1959,1,16,1,10114,110058,17,MBBS,(968) 573-5909
11100393,Suzanne,Campbell,F,1981,4,13,1,10107,110017,14,MBBS,(212) 859-8697
11100394,Paul,Barton,M,1975,1,12,1,10170,110046,27,MD,(879) 328-4708
11100395,Tina,Banks,F,1989,2,23,1,10103,110032,31,MD,(574) 931-2620
11100396,Angelena,Calkins,F,1965,5,27,1,10157,110035,6,MBBS,(251) 921-9139
11100397,Emil,Bartlett,M,1950,2,14,1,10116,110009,14,MBBS,(712) 498-6722
11100398,Julie,Flowers,F,1979,4,6,1,10130,110014,41,MD,(477) 622-0262
11100399,David,Cochran,M,1959,10,4,1,10133,110048,14,MBBS,(981) 470-9562
11100400,Aaron,Mccoy,M,1987,6,18,1,10115,110020,37,MD,(437) 677-7598
11100401,Thomas,Morris,M,1956,6,20,1,10146,110011,15,MBBS,(587) 335-1602
11100402,Glenda,Jenkins,F,1959,2,9,1,10141,110016,45,MS,(411) 846-4936
11100403,May,Robertson,F,1964,11,17,1,10149,110002,12,MBBS,(642) 889-4477
11100404,Sandra,Griffin,F,1961,12,10,1,10150,110011,38,MD,(876) 998-0178
11100405,Benton,Pruitt,M,1942,3,16,1,10149,110065,8,MBBS,(656) 265-3422
11100406,Lise,Hawes,F,1988,5,9,1,10114,110006,49,MD,(946) 244-2219
11100407,Melita,Musser,F,1965,1,25,1,10135,110020,15,MBBS,(622) 603-4770
11100408,Carl,Thomas,M,1968,4,20,1,10158,110031,15,MBBS,(849) 594-8439
11100409,Ester,Levin,F,1948,5,6,1,10180,110056,4,MBBS,(526) 259-2660
11100410,Wanda,Turner,F,1946,12,4,1,10182,110064,22,MD,(379) 341-4843
11100411,Jacinda,Moffett,F,1941,8,10,1,10141,110043,44,MS,(533) 488-9684
11100412,Prudence,Ruff,F,1963,12,3,1,10148,110059,9,MBBS,(999) 453-2984
11100413,Ivan,Stokes,M,1951,7,4,1,10111,110001,19,MBBS,(348) 458-4802
11100414,Ernest,Butler,M,1970,10,3,1,10148,110048,33,MD,(510) 723-8454
11100415,Laura,Nelson,F,1986,5,5,1,10140,110030,2,MBBS,(767) 889-4238
11100416,Lois,Rodriguez,F,1974,7,14,1,10138,110056,28,MD,(610) 431-0515
11100417,Kathern,Tremblay,F,1963,4,24,1,10126,110016,21,MD,(509) 233-2137
11100418,Stephen,Mitchell,M,1966,6,20,1,10101,110004,2,MBBS,(207) 646-4908
11100419,Phillip,Harris,M,1971,11,9,1,10147,110008,30,MD,(276) 224-8523
11100420,Harold,Anderson,M,1945,11,20,1,10138,110024,37,MD,(564) 731-3515
11100421,Boyce,Lind,M,1954,4,24,1,10119,110060,40,MD,(619) 493-8410
11100422,Ignacio,Rice,M,1968,4,16,1,10112,110008,47,MD,(531) 263-6587
11100423,Lindsay,Swanson,F,1982,5,25,0,10102,110009,20,MBBS,(445) 782-4431
11100424,Raylene,Nation,F,1988,4,22,1,10169,110034,19,MBBS,(724) 944-1244
11100425,Myles,Boston,M,1973,4,19,1,10172,110044,6,MBBS,(984) 691-9824
11100426,Mildred,Howard,F,1940,8,2,1,10109,110043,45,MS,(463) 476-8872
11100427,Yanira,Osgood,F,1946,7,16,1,10118,110039,37,MD,(766) 877-7305
11100428,Cindy,Strong,F,1947,4,27,1,10148,110063,10,MBBS,(641) 607-8148
11100429,Burt,Handy,M,1968,3,9,1,10129,110061,8,MBBS,(967) 393-7640
11100430,Racheal,Moe,F,1978,4,20,1,10163,110035,26,MD,(847) 740-2391
11100431,Betty,Thompson,F,1959,9,17,1,10125,110033,28,MD,(491) 544-9106
11100432,Jack,Cobb,M,1981,10,22,1,10127,110042,20,MBBS,(410) 518-1298
11100433,Bryan,Cohen,M,1988,9,7,1,10176,110051,45,MD,(751) 652-6111
11100434,Meghan,Campbell,F,1985,7,6,1,10121,110018,5,MBBS,(209) 772-0576
11100435,Martin,Moore,M,1989,9,5,1,10109,110032,48,MS,(852) 645-3887
11100436,Tuyet,Sheldon,F,1972,10,6,1,10123,110049,14,MBBS,(911) 465-0111
11100437,Jessie,Love,M,1974,9,14,1,10154,110009,31,MD,(304) 221-0712
11100438,Jonathan,Jenkins,M,1947,2,20,1,10182,110058,21,MD,(936) 441-1662
11100439,Kemberly,Braz,F,1941,7,15,1,10156,110035,22,MD,(506) 771-5879
11100440,Renee,Delgado,F,1963,7,17,1,10131,110037,34,MD,(620) 832-7256
11100441,Paula,Scott,F,1945,8,15,1,10103,110053,11,MBBS,(297) 644-8897
11100442,Granville,Dolan,M,1974,3,25,1,10137,110010,7,MBBS,(313) 978-6178
11100443,Brenda,Mack,F,1968,3,26,1,10111,110031,38,MD,(804) 295-9361
11100444,Darrin,Mcdaniel,M,1980,9,28,1,10173,110062,39,MD,(889) 402-6547
11100445,Sharon,Lawson,F,1976,1,16,1,10110,110028,17,MBBS,(406) 726-8012
11100446,Tammi,Santana,F,1962,3,19,1,10180,110032,29,MD,(384) 288-8308
11100447,Ryan,Perez,M,1973,2,8,1,10183,110032,7,MBBS,(616) 958-0982
11100448,Heather,Adams,F,1967,8,26,1,10176,110058,32,MD,(672) 827-8170
11100449,Marget,Keen,F,1966,10,15,1,10156,110026,31,MD,(484) 243-6998
11100450,Roxanne,Elliott,F,1961,7,19,1,10104,110055,39,MD,(661) 331-3902
11100451,Christine,Powell,F,1958,5,18,1,10174,110060,29,MD,(421) 760-0947
11100452,Jacob,Harper,M,1955,4,5,1,10130,110050,36,MD,(961) 404-1487
11100453,Darrin,Richardson,M,1962,4,2,1,10173,110054,42,MD,(985) 545-7923
11100454,Debra,Bailey,F,1971,6,24,1,10180,110065,50,MS,(401) 953-6539
11100455,Kurt,Nichols,M,1966,5,10,0,10126,110033,11,MBBS,(270) 839-4152
11100456,Bernard,Adams,M,1974,12,21,1,10182,110012,21,MD,(709) 903-8884
11100457,Krystal,Drake,F,1949,9,15,1,10144,110054,37,MD,(205) 928-2321
11100458,Shu,Blount,F,1983,4,21,1,10180,110048,38,MS,(273) 212-9499
11100459,Nicolas,Clarke,M,1942,11,24,1,10128,110019,40,MD,(919) 806-5341
11100460,Olive,Osborne,F,1946,5,16,1,10119,110066,4,MBBS,(301) 508-1046
11100461,Jaimee,Rodes,M,1956,9,26,1,10115,110043,40,MD,(936) 941-3812
11100462,Willard,Shelton,M,1979,8,9,1,10172,110034,8,MBBS,(841) 618-3103
11100463,Hilma,Bagley,F,1947,7,15,1,10112,110003,4,MBBS,(982) 235-0447
11100464,Gretta,Mccorkle,F,1965,4,14,1,10165,110032,33,MD,(325) 319-8545
11100465,Carol,Nelson,F,1961,3,7,1,10157,110024,36,MD,(616) 330-3120
11100466,Jeffrey,Kelly,M,1985,7,3,1,10183,110040,16,MBBS,(450) 987-9936
11100467,Kendrick,Harwood,M,1949,8,9,1,10129,110005,26,MD,(934) 448-2022
11100468,Nickole,Ibarra,F,1944,8,10,1,10179,110048,1,MBBS,(368) 800-2047
11100469,Sergio,Skinner,M,1958,6,25,1,10157,110042,8,MBBS,(761) 898-1625
11100470,Lucille,Owens,F,1978,6,2,0,10119,110015,3,MBBS,(881) 524-6584
11100471,Kim,Graham,M,1971,9,17,1,10163,110012,31,MD,(696) 357-6101
11100472,Linda,Lee,F,1961,10,8,1,10109,110041,37,MS,(309) 293-3950
11100473,Thad,Wakefield,M,1966,8,8,1,10139,110040,13,MBBS,(552) 481-1936
11100474,Alton,Bishop,M,1946,2,5,0,10176,110012,50,MD,(284) 533-7770
11100475,Bruce,Cooper,M,1971,9,28,1,10161,110052,33,MD,(274) 408-8910
11100476,Damion,Mccloud,M,1946,2,10,1,10151,110034,29,MD,(641) 627-5301
11100477,Nickolas,Canales,M,1953,10,24,1,10178,110056,40,MD,(400) 845-7246
11100478,Lilly,Murrin,F,1966,4,25,1,10121,110062,30,MS,(515) 736-5804
11100479,Lisa,Walker,F,1971,5,19,1,10158,110003,50,MD,(223) 406-8264
11100480,Noe,Khan,M,1963,7,28,1,10157,110026,2,MBBS,(277) 210-3583
11100481,Claudio,Burrell,M,1960,8,23,1,10128,110014,17,MBBS,(687) 313-6530
11100482,Ervin,Underwood,M,1972,2,12,1,10183,110018,9,MBBS,(816) 528-5034
11100483,Nathanael,Mathews,M,1955,3,3,1,10133,110019,42,MD,(448) 274-4967
11100484,Owen,Banks,M,1957,3,18,1,10111,110028,47,MD,(398) 311-9027
11100485,Lourdes,Cosby,F,1963,6,24,1,10164,110062,18,MBBS,(669) 960-5387
11100486,Sunday,English,F,1973,5,25,1,10174,110039,5,MBBS,(792) 525-8696
11100487,Greg,Nunez,M,1975,10,19,1,10102,110043,1,MBBS,(844) 669-1384
11100488,Roger,Washington,M,1986,4,4,1,10124,110007,21,MD,(233) 572-3289
11100489,Beverly,Porter,F,1958,12,15,1,10146,110051,40,MD,(802) 493-1692
11100490,Cheryl,Lopez,F,1956,8,20,1,10165,110027,14,MBBS,(772) 981-8385
11100491,Tanya,Cortez,F,1970,7,13,1,10138,110014,11,MBBS,(848) 374-1776
11100492,Marie,Bennett,F,1965,5,3,1,10109,110063,13,MBBS,(489) 422-5021
11100493,Kathleen,Schwartz,F,1988,3,17,1,10175,110018,26,MD,(607) 326-2600
11100494,Emely,Hackney,F,1941,5,25,1,10107,110039,21,MD,(650) 212-0261
11100495,Stanley,Reese,M,1986,12,24,1,10161,110037,47,MD,(321) 391-4831
11100496,Courtney,Jimenez,F,1981,6,7,1,10126,110029,11,MBBS,(231) 789-9391
11100497,Elane,Perales,F,1951,12,22,1,10117,110021,5,MBBS,(794) 996-0107
11100498,Alfonzo,Ouellette,M,1943,4,22,1,10171,110050,29,MD,(942) 900-9691
11100499,Jewell,Vue,M,1974,1,27,1,10138,110057,30,MD,(327) 266-7499
11100500,Ping,Seymour,F,1974,1,13,1,10144,110033,41,MD,(767) 395-3107
11100501,Lewis,Lane,M,1965,4,9,1,10154,110015,24,MD,(793) 344-6691
11100502,Judy,Perry,F,1959,6,19,1,10178,110034,21,MD,(915) 778-2752
11100503,Kelley,Hopkins,F,1948,3,2,1,10124,110017,49,MD,(834) 333-3618
11100504,Cassandra,Evans,F,1977,10,15,1,10102,110036,5,MBBS,(998) 809-2723
11100505,Agatha,Pickett,F,1954,6,1,1,10172,110054,50,MD,(554) 309-6654
11100506,Jerry,Sanchez,M,1963,9,20,1,10176,110064,34,MD,(885) 255-1528
11100507,Michael,Houlihan,M,1947,10,9,1,10179,110053,28,MD,(222) 271-1090
11100508,Aracely,Burroughs,F,1988,3,20,1,10163,110055,4,MBBS,(465) 202-1575
11100509,William,Barnes,M,1971,11,19,1,10110,110014,33,MS,(233) 491-1045
11100510,Jan,Austin,M,1962,9,13,1,10104,110046,15,MBBS,(897) 645-9277
11100511,Henry,Leon,M,1982,7,27,1,10130,110064,10,MBBS,(748) 704-8394
11100512,Tianna,Wellman,F,1972,7,7,1,10129,110009,1,MBBS,(642) 980-6611
11100513,Lorenzo,Rogers,M,1964,3,8,1,10103,110030,8,MBBS,(202) 216-9737
11100514,Angela,Taylor,F,1974,6,19,0,10139,110049,12,MBBS,(949) 865-1786
11100515,Burt,Ralph,M,1946,6,15,1,10140,110022,14,MBBS,(551) 956-8663
11100516,Dreama,Weatherly,F,1946,10,15,1,10139,110002,7,MBBS,(799) 969-1766
11100517,Clinton,Pearson,M,1946,10,14,1,10174,110036,31,MD,(947) 968-4641
11100518,Anton,Houghton,M,1951,2,28,1,10156,110046,5,MBBS,(270) 373-4324
11100519,Sharon,Diaz,F,1988,8,24,1,10125,110025,32,MS,(564) 835-1801
11100520,Brenton,Lovejoy,M,1972,4,16,1,10166,110019,13,MBBS,(626) 538-4019
11100521,Thalia,Dehart,F,1965,6,1,1,10107,110046,20,MBBS,(447) 679-3196
11100522,Dorthea,Donnelly,F,1955,2,10,1,10161,110012,30,MD,(597) 798-4256
11100523,Sophie,Castro,F,1945,9,27,0,10119,110024,7,MBBS,(751) 739-6103
11100524,Tina,Schultz,F,1950,6,5,1,10123,110030,50,MD,(516) 397-8936
11100525,Charles,Phillips,M,1958,3,9,1,10158,110015,20,MBBS,(726) 240-9940
11100526,Gene,Shearer,F,1989,4,4,1,10152,110050,29,MD,(323) 670-5803
11100527,Susie,Chambers,F,1969,9,24,1,10182,110036,14,MBBS,(659) 528-7605
11100528,Val,Nielsen,M,1954,5,12,0,10182,110015,36,MD,(926) 604-9718
11100529,Sonya,Gilbert,F,1966,4,7,1,10163,110025,34,MD,(501) 704-3434
11100530,Phyllis,Torres,F,1986,12,7,1,10130,110016,34,MD,(549) 886-7137
11100531,Mervin,Hudgins,M,1955,12,23,0,10167,110049,9,MBBS,(342) 812-6521
11100532,Maryann,Washington,F,1984,10,11,0,10168,110023,13,MBBS,(277) 475-0741
11100533,Daniel,Paige,F,1943,8,25,1,10144,110037,7,MBBS,(263) 890-3425
11100534,Steve,Garcia,M,1966,1,7,1,10101,110007,38,MD,(466) 365-8155
11100535,Heather,Hughes,F,1950,5,21,1,10175,110039,26,MD,(407) 439-6963
11100536,Suzan,Mckinnon,F,1979,2,9,1,10170,110043,33,MD,(978) 740-4158
11100537,Darrell,Gonzales,M,1980,1,1,1,10155,110005,10,MBBS,(247) 993-9992
11100538,Julius,Obrien,M,1974,1,23,1,10125,110021,28,MS,(713) 272-3317
11100539,Jame,Hanes,M,1952,4,10,1,10135,110051,17,MBBS,(625) 282-9774
11100540,Roslyn,Keeney,F,1952,8,21,1,10173,110037,50,MD,(394) 782-7922
11100541,Dennis,Thomas,M,1973,12,9,1,10162,110010,10,MBBS,(337) 306-6828
11100542,Jesse,Nelson,M,1940,7,13,1,10119,110002,20,MBBS,(203) 631-2554
11100543,Beverly,Mata,F,1976,9,3,1,10165,110037,48,MD,(602) 940-7405
11100544,Daphne,Fugate,F,1942,2,27,1,10128,110002,17,MBBS,(243) 886-3033
11100545,Arnoldo,Aleman,M,1957,2,5,1,10116,110051,24,MD,(621) 932-2098
11100546,Duane,Moody,M,1979,5,27,1,10120,110018,26,MD,(741) 696-9080
11100547,Jesus,Munoz,M,1957,7,24,1,10127,110063,1,MBBS,(518) 802-5215
11100548,Ashley,Coleman,F,1943,11,8,1,10149,110042,34,MD,(535) 974-4703
11100549,Isreal,Coombs,M,1960,2,27,1,10124,110034,18,MBBS,(580) 520-1134
11100550,Tandy,Duggan,F,1983,1,17,1,10175,110026,3,MBBS,(290) 366-2377
11100551,Scott,Taylor,M,1952,11,11,1,10165,110035,40,MD,(587) 603-9988
11100552,Jean,Boyd,M,1981,8,20,1,10132,110044,29,MD,(915) 477-8118
11100553,Levi,Webb,M,1971,10,7,1,10123,110024,7,MBBS,(695) 468-1580
11100554,Sally,Perry,F,1958,7,24,1,10168,110064,7,MBBS,(583) 371-9108
11100555,Ashley,Bell,F,1970,2,15,1,10124,110007,43,MD,(332) 403-2541
11100556,Jean,Brown,F,1975,1,11,1,10179,110048,42,MD,(500) 806-2359
11100557,Ute,Hope,F,1953,5,18,1,10167,110023,33,MS,(702) 754-6756
11100558,Sydney,Cody,M,1955,10,27,1,10119,110003,27,MD,(916) 407-6939
11100559,Darren,Myers,M,1947,5,13,1,10138,110047,28,MD,(312) 279-8089
11100560,Hans,Fortier,M,1947,9,27,1,10119,110001,16,MBBS,(373) 844-0955
11100561,Val,Loftis,M,1942,6,8,1,10180,110003,20,MBBS,(863) 794-5657
11100562,Diane,Phillips,F,1974,6,26,0,10154,110047,25,MD,(277) 404-6190
11100563,Lael,Kendall,F,1947,6,16,1,10169,110053,30,MD,(419) 382-5028
11100564,Cruz,Akins,M,1941,5,28,1,10115,110035,1,MBBS,(761) 467-1974
11100565,Sarah,Ramirez,F,1967,4,5,1,10179,110016,47,MD,(362) 378-5699
11100566,Nadine,Nguyen,F,1940,10,25,1,10145,110062,21,MD,(411) 993-9934
11100567,Mattie,Watson,F,1947,7,3,1,10103,110053,6,MBBS,(663) 231-0651
11100568,Nancy,Gonzalez,F,1968,5,26,1,10118,110020,47,MD,(421) 224-3502
11100569,Jutta,Isbell,F,1967,2,16,1,10153,110022,12,MBBS,(228) 910-6015
11100570,Many,Runyon,F,1944,12,23,1,10151,110006,11,MBBS,(989) 607-2560
11100571,Brian,Reed,M,1973,12,1,1,10118,110009,17,MBBS,(796) 285-4406
11100572,Brad,Nash,M,1988,6,5,1,10121,110033,4,MBBS,(276) 502-0506
11100573,Andre,Morrison,M,1949,11,5,1,10104,110063,23,MD,(526) 202-0599
11100574,Rodolfo,Hunt,M,1980,5,8,1,10144,110051,8,MBBS,(854) 309-7571
11100575,Otis,Reynolds,M,1968,11,17,1,10105,110052,12,MBBS,(856) 733-7256
11100576,Michele,Caldwell,F,1981,12,12,0,10174,110049,31,MD,(229) 729-4987
11100577,Walter,Cortez,M,1986,2,11,1,10181,110011,6,MBBS,(613) 573-3741
11100578,Jeremiah,Holt,M,1941,4,14,1,10182,110037,24,MD,(469) 725-6872
11100579,Philip,Scott,M,1978,7,13,1,10148,110016,38,MD,(550) 381-4187
11100580,Kelley,Trevino,F,1962,12,14,1,10134,110010,11,MBBS,(551) 662-1810
11100581,Gene,Greene,M,1989,1,11,1,10145,110018,8,MBBS,(714) 992-2188
11100582,Milagro,Macias,F,1961,9,18,1,10105,110005,24,MD,(931) 411-5743
11100583,Morton,Falk,M,1973,8,25,1,10162,110033,28,MD,(758) 380-4795
11100584,Wanda,Murphy,F,1950,9,22,1,10108,110041,6,MBBS,(910) 371-2070
11100585,Nereida,Martel,F,1947,3,9,1,10120,110062,4,MBBS,(770) 382-2179
11100586,Victoria,Harrington,F,1973,4,24,1,10168,110036,1,MBBS,(698) 414-0054
11100587,Sid,Clifton,M,1974,1,10,1,10176,110043,21,MD,(204) 390-7352
11100588,Melody,Kim,F,1958,11,6,1,10131,110047,33,MD,(356) 586-7905
11100589,Nyla,Irvin,F,1981,9,10,1,10121,110019,9,MBBS,(833) 580-9171
11100590,Osvaldo,Schuster,M,1975,7,7,1,10130,110013,21,MD,(903) 901-0274
11100591,Elton,Pineda,M,1952,5,23,0,10113,110048,20,MBBS,(580) 940-3521
11100592,Margarito,Hills,M,1957,3,9,1,10108,110027,10,MBBS,(968) 997-9993
11100593,Eddie,Johnston,M,1980,11,24,1,10167,110040,39,MS,(294) 668-6437
11100594,Lidia,Osgood,F,1956,7,27,1,10155,110057,34,MD,(761) 970-5670
11100595,Dixie,Santos,F,1961,4,18,1,10170,110057,43,MD,(940) 907-8203
11100596,Evelyn,Alexander,F,1943,9,9,1,10182,110053,3,MBBS,(647) 656-9920
11100597,Ezekiel,Wood,M,1964,3,5,1,10129,110050,36,MD,(697) 494-7469
11100598,Lucille,Weber,F,1946,9,20,1,10163,110033,28,MD,(591) 953-2097
11100599,Maxwell,Moon,M,1976,2,16,1,10170,110004,35,MD,(807) 824-7402
11100600,Edgar,Martinez,M,1988,10,9,1,10158,110031,19,MBBS,(931) 689-8434
11100601,Faye,Shah,F,1981,4,4,1,10160,110004,4,MBBS,(679) 524-5888
11100602,Sigrid,Werner,F,1944,10,10,1,10171,110015,13,MBBS,(208) 724-4680
11100603,Garrett,Spencer,M,1955,5,24,1,10126,110003,44,MD,(656) 402-2066
11100604,Betty,Nichols,F,1986,9,24,1,10175,110050,22,MD,(573) 246-9241
11100605,Hermelinda,Hays,F,1946,11,4,1,10146,110065,11,MBBS,(653) 217-2356
11100606,Adam,Mitchell,M,1956,11,7,1,10165,110049,15,MBBS,(679) 449-1672
11100607,Freeman,Spellman,M,1941,5,4,1,10117,110033,10,MBBS,(442) 992-2648
11100608,Steve,Sanchez,M,1971,2,5,1,10122,110024,9,MBBS,(227) 607-8647
11100609,Johnny,Washington,M,1941,11,15,1,10130,110039,28,MD,(879) 626-2182
11100610,Christina,Parker,F,1969,8,2,1,10166,110019,27,MD,(683) 735-5462
11100611,Rose,Perez,F,1955,11,3,1,10160,110037,20,MBBS,(718) 879-1606
